      Step     Time          Energy          fmax
FIRE:    0 23:52:35    -7729.550435         3.389366
FIRE:    1 23:52:54    -7729.737740         3.151185
FIRE:    2 23:53:13    -7730.063595         2.595730
FIRE:    3 23:53:31    -7730.424963         2.095932
FIRE:    4 23:53:48    -7730.694713         2.213764
FIRE:    5 23:54:06    -7730.878947         2.656520
FIRE:    6 23:54:25    -7731.117961         2.652914
FIRE:    7 23:54:43    -7731.371134         1.936243
FIRE:    8 23:55:00    -7731.441900         1.136152
FIRE:    9 23:55:17    -7731.449549         1.095810
FIRE:   10 23:55:35    -7731.463798         1.017784
FIRE:   11 23:55:54    -7731.482746         0.908534
FIRE:   12 23:56:12    -7731.504012         0.780890
FIRE:   13 23:56:30    -7731.525229         0.656492
FIRE:   14 23:56:47    -7731.544599         0.559202
FIRE:   15 23:57:05    -7731.561275         0.497166
FIRE:   16 23:57:23    -7731.575997         0.448933
FIRE:   17 23:57:42    -7731.587661         0.384912
FIRE:   18 23:58:01    -7731.595145         0.328895
FIRE:   19 23:58:20    -7731.598124         0.413545
FIRE:   20 23:58:42    -7731.598638         0.408417
FIRE:   21 23:59:01    -7731.599650         0.398241
FIRE:   22 23:59:20    -7731.601129         0.383343
FIRE:   23 23:59:39    -7731.603032         0.363855
FIRE:   24 23:59:58    -7731.605307         0.340662
FIRE:   25 00:00:18    -7731.607896         0.327756
FIRE:   26 00:00:37    -7731.610747         0.325135
FIRE:   27 00:00:56    -7731.614146         0.322507
FIRE:   28 00:01:15    -7731.618146         0.319987
FIRE:   29 00:01:35    -7731.622814         0.317738
FIRE:   30 00:01:54    -7731.628253         0.315802
FIRE:   31 00:02:13    -7731.634620         0.313914
FIRE:   32 00:02:31    -7731.642146         0.312260
FIRE:   33 00:02:50    -7731.651189         0.310960
FIRE:   34 00:03:09    -7731.662232         0.304121
FIRE:   35 00:03:29    -7731.675720         0.287854
FIRE:   36 00:03:47    -7731.691701         0.255495
FIRE:   37 00:04:06    -7731.708921         0.199850
FIRE:   38 00:04:25    -7731.723828         0.151096
FIRE:   39 00:04:42    -7731.731931         0.122640
FIRE:   40 00:05:00    -7731.729858         0.235491
FIRE:   41 00:05:18    -7731.730377         0.224122
FIRE:   42 00:05:36    -7731.731320         0.202952
FIRE:   43 00:05:53    -7731.732538         0.174974
FIRE:   44 00:06:11    -7731.733891         0.150366
FIRE:   45 00:06:29    -7731.735279         0.149130
FIRE:   46 00:06:47    -7731.736617         0.132348
FIRE:   47 00:07:04    -7731.737801         0.101766
FIRE:   48 00:07:21    -7731.738787         0.068557
FIRE:   49 00:07:40    -7731.739398         0.066545
FIRE:   50 00:07:58    -7731.739616         0.071631
FIRE:   51 00:08:16    -7731.739635         0.068720
FIRE:   52 00:08:36    -7731.739672         0.063093
FIRE:   53 00:08:54    -7731.739721         0.055651
FIRE:   54 00:09:12    -7731.739778         0.047472
FIRE:   55 00:09:30    -7731.739838         0.040039
FIRE:   56 00:09:47    -7731.739900         0.037965
FIRE:   57 00:10:06    -7731.739964         0.040487
FIRE:   58 00:10:31    -7731.740037         0.041231
FIRE:   59 00:10:49    -7731.740122         0.039073
FIRE:   60 00:11:07    -7731.740216         0.034303
FIRE:   61 00:11:26    -7731.740314         0.029995
