      Step     Time          Energy          fmax
FIRE:    0 14:31:32   -30939.972674         1.927851
FIRE:    1 14:32:38   -30940.068323         1.760652
FIRE:    2 14:33:08   -30940.220660         1.447942
FIRE:    3 14:33:40   -30940.374981         1.059229
FIRE:    4 14:34:08   -30940.482469         0.742678
FIRE:    5 14:34:43   -30940.520025         0.866911
FIRE:    6 14:35:10   -30940.525796         0.837581
FIRE:    7 14:35:41   -30940.536332         0.780563
FIRE:    8 14:36:17   -30940.549866         0.700760
FIRE:    9 14:36:50   -30940.564295         0.604645
FIRE:   10 14:37:23   -30940.577685         0.501762
FIRE:   11 14:37:50   -30940.588774         0.407367
FIRE:   12 14:38:18   -30940.597271         0.338390
FIRE:   13 14:38:47   -30940.604322         0.299389
FIRE:   14 14:39:14   -30940.610396         0.282644
FIRE:   15 14:39:40   -30940.615721         0.309259
FIRE:   16 14:40:07   -30940.619621         0.317718
FIRE:   17 14:40:42   -30940.621113         0.291468
FIRE:   18 14:41:17   -30940.621702         0.285397
FIRE:   19 14:41:51   -30940.622817         0.273288
FIRE:   20 14:42:27   -30940.624342         0.255276
FIRE:   21 14:43:02   -30940.626118         0.231658
FIRE:   22 14:43:37   -30940.627968         0.202975
FIRE:   23 14:44:12   -30940.629713         0.170049
FIRE:   24 14:44:47   -30940.631201         0.133968
FIRE:   25 14:45:22   -30940.632416         0.092069
FIRE:   26 14:45:57   -30940.633166         0.053339
FIRE:   27 14:46:32   -30940.633357         0.080520
FIRE:   28 14:47:07   -30940.633375         0.079906
FIRE:   29 14:47:42   -30940.633409         0.078688
FIRE:   30 14:48:18   -30940.633460         0.076886
FIRE:   31 14:48:54   -30940.633523         0.074530
FIRE:   32 14:49:29   -30940.633597         0.071657
FIRE:   33 14:50:05   -30940.633679         0.068314
FIRE:   34 14:50:40   -30940.633765         0.064550
FIRE:   35 14:51:15   -30940.633863         0.059967
FIRE:   36 14:51:51   -30940.633970         0.054484
FIRE:   37 14:52:26   -30940.634085         0.048052
FIRE:   38 14:53:01   -30940.634204         0.040676
FIRE:   39 14:53:31   -30940.634327         0.033156
FIRE:   40 14:54:00   -30940.634459         0.037263
FIRE:   41 14:54:30   -30940.634604         0.040265
FIRE:   42 14:55:05   -30940.634768         0.040843
FIRE:   43 14:55:41   -30940.634952         0.039626
FIRE:   44 14:56:16   -30940.635152         0.035366
FIRE:   45 14:56:52   -30940.635357         0.027777
