      Step     Time          Energy          fmax
FIRE:    0 10:19:37   -30973.938473         2.257694
FIRE:    1 10:20:00   -30974.130767         1.902423
FIRE:    2 10:20:21   -30974.411243         1.255751
FIRE:    3 10:20:46   -30974.625364         1.066192
FIRE:    4 10:21:11   -30974.722872         1.238277
FIRE:    5 10:21:36   -30974.818948         1.345729
FIRE:    6 10:22:05   -30974.944113         0.830129
FIRE:    7 10:22:30   -30974.991849         0.841294
FIRE:    8 10:22:55   -30974.998413         0.794531
FIRE:    9 10:23:18   -30975.010018         0.707491
FIRE:   10 10:23:43   -30975.024123         0.589395
FIRE:   11 10:24:07   -30975.037871         0.441435
FIRE:   12 10:24:28   -30975.048886         0.282582
FIRE:   13 10:24:50   -30975.056163         0.265012
FIRE:   14 10:25:11   -30975.060324         0.309092
FIRE:   15 10:25:31   -30975.063077         0.327043
FIRE:   16 10:25:52   -30975.065542         0.301243
FIRE:   17 10:26:15   -30975.068244         0.329463
FIRE:   18 10:26:37   -30975.070741         0.301856
FIRE:   19 10:27:01   -30975.072153         0.222335
FIRE:   20 10:27:24   -30975.072616         0.217225
FIRE:   21 10:27:47   -30975.073483         0.207113
FIRE:   22 10:28:11   -30975.074651         0.192269
FIRE:   23 10:28:35   -30975.075984         0.172969
FIRE:   24 10:28:56   -30975.077340         0.149601
FIRE:   25 10:29:18   -30975.078595         0.122700
FIRE:   26 10:29:39   -30975.079666         0.093009
FIRE:   27 10:30:01   -30975.080604         0.085864
FIRE:   28 10:30:22   -30975.081373         0.087366
FIRE:   29 10:30:44   -30975.081996         0.084857
FIRE:   30 10:31:05   -30975.082514         0.079121
FIRE:   31 10:31:27   -30975.082953         0.093740
FIRE:   32 10:31:48   -30975.083324         0.109178
FIRE:   33 10:32:10   -30975.083694         0.105808
FIRE:   34 10:32:31   -30975.084200         0.083364
FIRE:   35 10:32:52   -30975.084938         0.084034
FIRE:   36 10:33:14   -30975.085853         0.091067
FIRE:   37 10:33:34   -30975.086831         0.074899
FIRE:   38 10:33:56   -30975.087717         0.041944
FIRE:   39 10:34:17   -30975.087969         0.050074
FIRE:   40 10:34:39   -30975.088025         0.047540
FIRE:   41 10:35:00   -30975.088125         0.042658
FIRE:   42 10:35:22   -30975.088246         0.035795
FIRE:   43 10:35:43   -30975.088363         0.027530
