      Step     Time          Energy          fmax
FIRE:    0 21:02:35   -30925.726610         2.311071
FIRE:    1 21:03:00   -30925.938089         1.909830
FIRE:    2 21:03:18   -30926.236950         1.354068
FIRE:    3 21:03:36   -30926.450919         1.158767
FIRE:    4 21:04:01   -30926.547489         1.313729
FIRE:    5 21:04:19   -30926.660150         1.371414
FIRE:    6 21:04:36   -30926.786429         0.702290
FIRE:    7 21:04:52   -30926.809007         0.883118
FIRE:    8 21:05:09   -30926.816987         0.836046
FIRE:    9 21:05:26   -30926.830888         0.742341
FIRE:   10 21:05:43   -30926.847224         0.601589
FIRE:   11 21:06:00   -30926.862101         0.433300
FIRE:   12 21:06:17   -30926.872921         0.265400
FIRE:   13 21:06:33   -30926.879319         0.286793
FIRE:   14 21:06:56   -30926.882960         0.320481
FIRE:   15 21:07:17   -30926.886150         0.319476
FIRE:   16 21:07:32   -30926.889835         0.317298
FIRE:   17 21:07:51   -30926.893375         0.328101
FIRE:   18 21:08:08   -30926.894873         0.278272
FIRE:   19 21:08:26   -30926.895242         0.271412
FIRE:   20 21:08:44   -30926.895945         0.257835
FIRE:   21 21:09:00   -30926.896913         0.237989
FIRE:   22 21:09:18   -30926.898054         0.212439
FIRE:   23 21:09:35   -30926.899266         0.181819
FIRE:   24 21:09:51   -30926.900441         0.147182
FIRE:   25 21:10:08   -30926.901489         0.109804
FIRE:   26 21:10:25   -30926.902421         0.076903
FIRE:   27 21:10:42   -30926.903133         0.072797
FIRE:   28 21:11:00   -30926.903578         0.067780
FIRE:   29 21:11:21   -30926.903810         0.078562
FIRE:   30 21:11:39   -30926.903965         0.107402
FIRE:   31 21:11:58   -30926.904007         0.105509
FIRE:   32 21:12:18   -30926.904090         0.101785
FIRE:   33 21:12:38   -30926.904208         0.096301
FIRE:   34 21:12:56   -30926.904353         0.089203
FIRE:   35 21:13:16   -30926.904517         0.080697
FIRE:   36 21:13:36   -30926.904690         0.071039
FIRE:   37 21:13:55   -30926.904864         0.060608
FIRE:   38 21:14:13   -30926.905047         0.048768
FIRE:   39 21:14:32   -30926.905229         0.036709
FIRE:   40 21:14:50   -30926.905399         0.033682
FIRE:   41 21:15:09   -30926.905552         0.031649
FIRE:   42 21:15:28   -30926.905697         0.036446
FIRE:   43 21:15:47   -30926.905856         0.045874
FIRE:   44 21:16:05   -30926.906062         0.051793
FIRE:   45 21:16:22   -30926.906339         0.051516
FIRE:   46 21:16:40   -30926.906691         0.043588
FIRE:   47 21:16:58   -30926.907079         0.028438
