      Step     Time          Energy          fmax
FIRE:    0 17:41:27   -30949.548080         1.842981
FIRE:    1 17:42:10   -30949.634449         1.704974
FIRE:    2 17:42:40   -30949.776658         1.425258
FIRE:    3 17:43:14   -30949.925436         1.046165
FIRE:    4 17:43:40   -30950.036672         0.721738
FIRE:    5 17:44:09   -30950.084828         0.788514
FIRE:    6 17:44:39   -30950.090724         1.012939
FIRE:    7 17:45:10   -30950.097031         0.975438
FIRE:    8 17:45:40   -30950.108681         0.902655
FIRE:    9 17:46:11   -30950.123927         0.799025
FIRE:   10 17:46:42   -30950.140566         0.671606
FIRE:   11 17:47:14   -30950.156359         0.529604
FIRE:   12 17:47:46   -30950.169467         0.387981
FIRE:   13 17:48:23   -30950.178836         0.267949
FIRE:   14 17:49:20   -30950.184747         0.205446
FIRE:   15 17:50:07   -30950.187032         0.252820
FIRE:   16 17:50:53   -30950.187285         0.251556
FIRE:   17 17:51:51   -30950.187778         0.249048
FIRE:   18 17:52:35   -30950.188485         0.245081
FIRE:   19 17:53:29   -30950.189369         0.239766
FIRE:   20 17:54:28   -30950.190385         0.233125
FIRE:   21 17:55:03   -30950.191486         0.224917
FIRE:   22 17:55:57   -30950.192623         0.215315
FIRE:   23 17:56:34   -30950.193869         0.203150
FIRE:   24 17:57:15   -30950.195173         0.187432
FIRE:   25 17:57:56   -30950.196477         0.167454
FIRE:   26 17:58:50   -30950.197723         0.142613
FIRE:   27 17:59:38   -30950.198884         0.112367
FIRE:   28 18:00:31   -30950.199971         0.116020
FIRE:   29 18:01:22   -30950.201015         0.127534
FIRE:   30 18:02:03   -30950.202023         0.127958
FIRE:   31 18:02:40   -30950.202941         0.115188
FIRE:   32 18:03:16   -30950.203673         0.090254
FIRE:   33 18:03:57   -30950.204153         0.079400
FIRE:   34 18:04:51   -30950.204334         0.088048
FIRE:   35 18:05:43   -30950.204388         0.085734
FIRE:   36 18:06:33   -30950.204489         0.081119
FIRE:   37 18:07:34   -30950.204628         0.075082
FIRE:   38 18:08:27   -30950.204787         0.067789
FIRE:   39 18:09:27   -30950.204955         0.059924
FIRE:   40 18:10:21   -30950.205119         0.052418
FIRE:   41 18:10:57   -30950.205272         0.045841
FIRE:   42 18:11:39   -30950.205423         0.039667
FIRE:   43 18:12:21   -30950.205579         0.037958
FIRE:   44 18:13:14   -30950.205730         0.035450
FIRE:   45 18:14:07   -30950.205873         0.030044
FIRE:   46 18:15:04   -30950.205990         0.022524
