      Step     Time          Energy          fmax
FIRE:    0 14:06:36   -30924.338573         2.302362
FIRE:    1 14:07:25   -30924.682591         2.164864
FIRE:    2 14:08:15   -30925.290805         1.896132
FIRE:    3 14:09:06   -30926.026634         1.626065
FIRE:    4 14:09:55   -30926.711318         1.290432
FIRE:    5 14:10:34   -30927.142026         0.920860
FIRE:    6 14:11:11   -30927.261269         0.863462
FIRE:    7 14:11:47   -30927.268381         0.825054
FIRE:    8 14:12:22   -30927.281228         0.750244
FIRE:    9 14:12:54   -30927.297374         0.643231
FIRE:   10 14:13:26   -30927.313872         0.510767
FIRE:   11 14:13:57   -30927.327919         0.362254
FIRE:   12 14:14:30   -30927.337558         0.216633
FIRE:   13 14:15:07   -30927.342257         0.171527
FIRE:   14 14:15:46   -30927.343038         0.212065
FIRE:   15 14:16:25   -30927.343269         0.208297
FIRE:   16 14:17:04   -30927.343717         0.200866
FIRE:   17 14:17:42   -30927.344352         0.189987
FIRE:   18 14:18:21   -30927.345132         0.175993
FIRE:   19 14:19:01   -30927.346007         0.159343
FIRE:   20 14:19:40   -30927.346923         0.140649
FIRE:   21 14:20:18   -30927.347827         0.120703
FIRE:   22 14:20:56   -30927.348752         0.098453
FIRE:   23 14:21:34   -30927.349625         0.080702
FIRE:   24 14:22:12   -30927.350362         0.076319
FIRE:   25 14:22:49   -30927.350904         0.070899
FIRE:   26 14:23:26   -30927.351265         0.091519
FIRE:   27 14:24:02   -30927.351540         0.114587
FIRE:   28 14:24:34   -30927.351869         0.128729
FIRE:   29 14:25:06   -30927.352365         0.129700
FIRE:   30 14:25:38   -30927.353047         0.113979
FIRE:   31 14:26:13   -30927.353797         0.079825
FIRE:   32 14:26:48   -30927.354377         0.053342
FIRE:   33 14:27:24   -30927.354582         0.052108
FIRE:   34 14:27:57   -30927.354615         0.050717
FIRE:   35 14:28:31   -30927.354677         0.048035
FIRE:   36 14:29:04   -30927.354759         0.044187
FIRE:   37 14:29:36   -30927.354850         0.039348
FIRE:   38 14:30:08   -30927.354939         0.033898
FIRE:   39 14:30:40   -30927.355017         0.028207
