      Step     Time          Energy          fmax
FIRE:    0 00:11:41    -7745.107647         1.092296
FIRE:    1 00:11:51    -7745.127676         0.878236
FIRE:    2 00:12:02    -7745.150915         0.487124
FIRE:    3 00:12:12    -7745.158219         0.203929
FIRE:    4 00:12:23    -7745.158334         0.195783
FIRE:    5 00:12:33    -7745.158546         0.180402
FIRE:    6 00:12:43    -7745.158822         0.159751
FIRE:    7 00:12:53    -7745.159128         0.135461
FIRE:    8 00:13:04    -7745.159428         0.105590
FIRE:    9 00:13:14    -7745.159691         0.071829
FIRE:   10 00:13:25    -7745.159904         0.081545
FIRE:   11 00:13:35    -7745.160096         0.093595
FIRE:   12 00:13:45    -7745.160294         0.099246
FIRE:   13 00:13:56    -7745.160534         0.095511
FIRE:   14 00:14:06    -7745.160835         0.080884
FIRE:   15 00:14:16    -7745.161161         0.056725
FIRE:   16 00:14:27    -7745.161419         0.038141
FIRE:   17 00:14:38    -7745.161538         0.048204
FIRE:   18 00:14:49    -7745.161562         0.053743
FIRE:   19 00:15:00    -7745.161578         0.049801
FIRE:   20 00:15:11    -7745.161604         0.042201
FIRE:   21 00:15:22    -7745.161635         0.031502
FIRE:   22 00:15:33    -7745.161662         0.019087
