      Step     Time          Energy          fmax
FIRE:    0 04:04:59    -7737.356591         0.966252
FIRE:    1 04:05:10    -7737.373881         0.781789
FIRE:    2 04:05:20    -7737.394490         0.441624
FIRE:    3 04:05:31    -7737.402042         0.128011
FIRE:    4 04:05:42    -7737.402096         0.122651
FIRE:    5 04:05:53    -7737.402194         0.112255
FIRE:    6 04:06:04    -7737.402321         0.097468
FIRE:    7 04:06:14    -7737.402458         0.079211
FIRE:    8 04:06:25    -7737.402586         0.058639
FIRE:    9 04:06:36    -7737.402693         0.039625
FIRE:   10 04:06:47    -7737.402775         0.047416
FIRE:   11 04:06:58    -7737.402850         0.055509
FIRE:   12 04:07:09    -7737.402924         0.061048
FIRE:   13 04:07:20    -7737.403004         0.061677
FIRE:   14 04:07:30    -7737.403106         0.056395
FIRE:   15 04:07:41    -7737.403223         0.046020
FIRE:   16 04:07:52    -7737.403336         0.033557
FIRE:   17 04:08:03    -7737.403431         0.028753
