      Step     Time          Energy          fmax
FIRE:    0 19:33:58   -30935.142880         2.104372
FIRE:    1 19:34:53   -30935.437094         1.996040
FIRE:    2 19:35:49   -30935.965307         1.779529
FIRE:    3 19:36:43   -30936.620659         1.545057
FIRE:    4 19:37:40   -30937.265147         1.232040
FIRE:    5 19:38:33   -30937.705795         0.896996
FIRE:    6 19:39:19   -30937.860424         0.748280
FIRE:    7 19:40:06   -30937.866244         0.718190
FIRE:    8 19:40:52   -30937.876747         0.659172
FIRE:    9 19:41:38   -30937.889937         0.573670
FIRE:   10 19:42:21   -30937.903436         0.466823
FIRE:   11 19:43:07   -30937.915047         0.350709
FIRE:   12 19:43:54   -30937.923278         0.230302
FIRE:   13 19:44:41   -30937.927763         0.185420
FIRE:   14 19:45:28   -30937.929384         0.234310
FIRE:   15 19:46:14   -30937.929596         0.230038
FIRE:   16 19:47:01   -30937.930006         0.221600
FIRE:   17 19:47:48   -30937.930589         0.209208
FIRE:   18 19:48:37   -30937.931310         0.193194
FIRE:   19 19:49:24   -30937.932125         0.174020
FIRE:   20 19:50:11   -30937.932988         0.152299
FIRE:   21 19:50:58   -30937.933854         0.128837
FIRE:   22 19:51:45   -30937.934764         0.102160
FIRE:   23 19:52:32   -30937.935659         0.090092
FIRE:   24 19:53:19   -30937.936477         0.087799
FIRE:   25 19:54:06   -30937.937173         0.084322
FIRE:   26 19:54:52   -30937.937753         0.078865
FIRE:   27 19:55:34   -30937.938286         0.093313
FIRE:   28 19:56:18   -30937.938869         0.103953
FIRE:   29 19:57:04   -30937.939562         0.106194
FIRE:   30 19:57:47   -30937.940333         0.096447
FIRE:   31 19:58:33   -30937.941040         0.071828
FIRE:   32 19:59:19   -30937.941515         0.055986
FIRE:   33 20:00:03   -30937.941716         0.062897
FIRE:   34 20:00:46   -30937.941761         0.059480
FIRE:   35 20:01:30   -30937.941843         0.052872
FIRE:   36 20:02:12   -30937.941951         0.045068
FIRE:   37 20:02:55   -30937.942072         0.040163
FIRE:   38 20:03:37   -30937.942190         0.037309
FIRE:   39 20:04:21   -30937.942297         0.034403
FIRE:   40 20:05:05   -30937.942388         0.031468
FIRE:   41 20:05:52   -30937.942473         0.027987
