      Step     Time          Energy          fmax
FIRE:    0 22:06:12   -30932.798823         1.895779
FIRE:    1 22:06:57   -30932.891984         1.722294
FIRE:    2 22:07:25   -30933.038988         1.400529
FIRE:    3 22:07:51   -30933.185687         1.016452
FIRE:    4 22:08:23   -30933.287150         0.727126
FIRE:    5 22:08:47   -30933.322950         0.860790
FIRE:    6 22:09:11   -30933.328439         0.828819
FIRE:    7 22:09:36   -30933.338420         0.767354
FIRE:    8 22:10:02   -30933.351144         0.681529
FIRE:    9 22:10:28   -30933.364544         0.578991
FIRE:   10 22:10:52   -30933.376742         0.470798
FIRE:   11 22:11:18   -30933.386534         0.372911
FIRE:   12 22:11:44   -30933.393706         0.303874
FIRE:   13 22:12:08   -30933.399315         0.271365
FIRE:   14 22:12:34   -30933.403892         0.282358
FIRE:   15 22:13:03   -30933.407895         0.311875
FIRE:   16 22:13:29   -30933.411143         0.320454
FIRE:   17 22:13:55   -30933.413083         0.287211
FIRE:   18 22:14:22   -30933.413635         0.281388
FIRE:   19 22:14:48   -30933.414680         0.269624
FIRE:   20 22:15:15   -30933.416108         0.251795
FIRE:   21 22:15:41   -30933.417769         0.228067
FIRE:   22 22:16:07   -30933.419494         0.199042
FIRE:   23 22:16:33   -30933.421114         0.165720
FIRE:   24 22:17:00   -30933.422487         0.129432
FIRE:   25 22:17:26   -30933.423599         0.087826
FIRE:   26 22:17:53   -30933.424278         0.054422
FIRE:   27 22:18:19   -30933.424450         0.081749
FIRE:   28 22:18:47   -30933.424468         0.081122
FIRE:   29 22:19:14   -30933.424504         0.079878
FIRE:   30 22:19:41   -30933.424555         0.078038
FIRE:   31 22:20:07   -30933.424619         0.075629
FIRE:   32 22:20:34   -30933.424695         0.072690
FIRE:   33 22:21:01   -30933.424778         0.069263
FIRE:   34 22:21:27   -30933.424865         0.065401
FIRE:   35 22:21:54   -30933.424964         0.060688
FIRE:   36 22:22:20   -30933.425073         0.055037
FIRE:   37 22:22:47   -30933.425189         0.048391
FIRE:   38 22:23:13   -30933.425310         0.040750
FIRE:   39 22:23:40   -30933.425436         0.032697
FIRE:   40 22:24:07   -30933.425570         0.037165
FIRE:   41 22:24:35   -30933.425717         0.040384
FIRE:   42 22:25:05   -30933.425881         0.041829
FIRE:   43 22:25:35   -30933.426065         0.040984
FIRE:   44 22:26:04   -30933.426264         0.036773
FIRE:   45 22:26:34   -30933.426471         0.029001
