      Step     Time          Energy          fmax
FIRE:    0 10:37:43   -30955.896129         3.230537
FIRE:    1 10:39:39   -30956.263196         3.033737
FIRE:    2 10:41:31   -30956.884126         2.655583
FIRE:    3 10:43:15   -30957.570270         2.278374
FIRE:    4 10:45:00   -30958.162573         2.050074
FIRE:    5 10:46:52   -30958.590119         1.624148
FIRE:    6 10:48:38   -30958.824719         1.483133
FIRE:    7 10:50:14   -30958.770100         2.313179
FIRE:    8 10:51:52   -30958.802695         2.166628
FIRE:    9 10:53:34   -30958.860935         1.892430
FIRE:   10 10:55:19   -30958.933042         1.524079
FIRE:   11 10:57:06   -30959.005769         1.104017
FIRE:   12 10:58:54   -30959.067724         0.682434
FIRE:   13 11:00:34   -30959.111687         0.462199
FIRE:   14 11:02:13   -30959.135780         0.376390
FIRE:   15 11:03:57   -30959.143678         0.535254
FIRE:   16 11:05:36   -30959.144359         0.530583
FIRE:   17 11:07:15   -30959.145696         0.521382
FIRE:   18 11:08:59   -30959.147643         0.507897
FIRE:   19 11:10:43   -30959.150130         0.490510
FIRE:   20 11:12:22   -30959.153074         0.469770
FIRE:   21 11:14:00   -30959.156375         0.446425
FIRE:   22 11:15:40   -30959.159932         0.421394
FIRE:   23 11:17:19   -30959.164036         0.393107
FIRE:   24 11:19:01   -30959.168625         0.363216
FIRE:   25 11:20:58   -30959.173576         0.334945
FIRE:   26 11:23:00   -30959.178726         0.313231
FIRE:   27 11:25:08   -30959.183906         0.303021
