      Step     Time          Energy          fmax
FIRE:    0 15:28:51   -30966.936594         2.242004
FIRE:    1 15:29:19   -30967.126966         1.896573
FIRE:    2 15:29:40   -30967.406537         1.263741
FIRE:    3 15:30:07   -30967.623355         1.063354
FIRE:    4 15:30:43   -30967.722675         1.228518
FIRE:    5 15:31:14   -30967.816128         1.348197
FIRE:    6 15:31:40   -30967.939904         0.855886
FIRE:    7 15:32:02   -30967.989057         0.839628
FIRE:    8 15:32:23   -30967.995455         0.793367
FIRE:    9 15:32:44   -30968.006810         0.706490
FIRE:   10 15:33:06   -30968.020702         0.588581
FIRE:   11 15:33:31   -30968.034385         0.441851
FIRE:   12 15:33:54   -30968.045530         0.285396
FIRE:   13 15:34:16   -30968.053056         0.257411
FIRE:   14 15:34:41   -30968.057411         0.299699
FIRE:   15 15:35:05   -30968.060153         0.316886
FIRE:   16 15:35:29   -30968.062328         0.291761
FIRE:   17 15:35:51   -30968.064559         0.321595
FIRE:   18 15:36:13   -30968.066657         0.299345
FIRE:   19 15:36:35   -30968.067935         0.226229
FIRE:   20 15:36:58   -30968.068382         0.221008
FIRE:   21 15:37:21   -30968.069224         0.210685
FIRE:   22 15:37:43   -30968.070364         0.195504
FIRE:   23 15:38:05   -30968.071674         0.175779
FIRE:   24 15:38:30   -30968.073021         0.151960
FIRE:   25 15:38:53   -30968.074282         0.124585
FIRE:   26 15:39:17   -30968.075373         0.094442
FIRE:   27 15:39:39   -30968.076334         0.083361
FIRE:   28 15:40:00   -30968.077115         0.083725
FIRE:   29 15:40:22   -30968.077718         0.080604
FIRE:   30 15:40:43   -30968.078181         0.075077
FIRE:   31 15:41:05   -30968.078540         0.093565
FIRE:   32 15:41:29   -30968.078825         0.108691
FIRE:   33 15:41:51   -30968.079109         0.105330
FIRE:   34 15:42:13   -30968.079513         0.083381
FIRE:   35 15:42:34   -30968.080125         0.084383
FIRE:   36 15:42:57   -30968.080926         0.092052
FIRE:   37 15:43:19   -30968.081827         0.076885
FIRE:   38 15:43:41   -30968.082654         0.042172
FIRE:   39 15:44:03   -30968.082881         0.049133
FIRE:   40 15:44:25   -30968.082934         0.046670
FIRE:   41 15:44:48   -30968.083027         0.041912
FIRE:   42 15:45:12   -30968.083141         0.035196
FIRE:   43 15:45:34   -30968.083254         0.027038
