      Step     Time          Energy          fmax
FIRE:    0 07:22:06    -7733.098324         1.109645
FIRE:    1 07:22:15    -7733.118951         0.872062
FIRE:    2 07:22:24    -7733.141565         0.444231
FIRE:    3 07:22:33    -7733.145978         0.287083
FIRE:    4 07:22:42    -7733.146215         0.273086
FIRE:    5 07:22:51    -7733.146638         0.245553
FIRE:    6 07:23:00    -7733.147157         0.205028
FIRE:    7 07:23:09    -7733.147660         0.153270
FIRE:    8 07:23:18    -7733.148044         0.094474
FIRE:    9 07:23:28    -7733.148252         0.070533
FIRE:   10 07:23:37    -7733.148309         0.090403
FIRE:   11 07:23:46    -7733.148317         0.089561
FIRE:   12 07:23:55    -7733.148332         0.087891
FIRE:   13 07:24:04    -7733.148354         0.085421
FIRE:   14 07:24:13    -7733.148382         0.082195
FIRE:   15 07:24:23    -7733.148414         0.078273
FIRE:   16 07:24:32    -7733.148451         0.073734
FIRE:   17 07:24:41    -7733.148490         0.068670
FIRE:   18 07:24:50    -7733.148536         0.062594
FIRE:   19 07:24:59    -7733.148587         0.055491
FIRE:   20 07:25:09    -7733.148642         0.047461
FIRE:   21 07:25:18    -7733.148702         0.039976
FIRE:   22 07:25:27    -7733.148765         0.048355
FIRE:   23 07:25:36    -7733.148834         0.055181
FIRE:   24 07:25:45    -7733.148910         0.059097
FIRE:   25 07:25:55    -7733.148998         0.058686
FIRE:   26 07:26:04    -7733.149098         0.052690
FIRE:   27 07:26:13    -7733.149205         0.040345
FIRE:   28 07:26:22    -7733.149304         0.022026
