      Step     Time          Energy          fmax
FIRE:    0 00:26:28    -7732.345060         2.896250
FIRE:    1 00:26:37    -7732.455412         2.718435
FIRE:    2 00:26:45    -7732.632934         2.354264
FIRE:    3 00:26:54    -7732.812210         1.795120
FIRE:    4 00:27:05    -7732.937540         1.158953
FIRE:    5 00:27:15    -7732.985235         1.451224
FIRE:    6 00:27:25    -7732.992302         1.383503
FIRE:    7 00:27:35    -7733.004961         1.244715
FIRE:    8 00:27:46    -7733.020449         1.036071
FIRE:    9 00:27:56    -7733.035279         0.766824
FIRE:   10 00:28:06    -7733.046149         0.455826
FIRE:   11 00:28:16    -7733.051023         0.347757
FIRE:   12 00:28:26    -7733.050573         0.496870
FIRE:   13 00:28:38    -7733.050796         0.491550
FIRE:   14 00:28:48    -7733.051230         0.480998
FIRE:   15 00:28:58    -7733.051856         0.465388
FIRE:   16 00:29:08    -7733.052643         0.444990
FIRE:   17 00:29:18    -7733.053557         0.420174
FIRE:   18 00:29:28    -7733.054557         0.391412
FIRE:   19 00:29:38    -7733.055604         0.359283
FIRE:   20 00:29:49    -7733.056772         0.320672
FIRE:   21 00:29:59    -7733.058027         0.275497
FIRE:   22 00:30:09    -7733.059328         0.224496
FIRE:   23 00:30:19    -7733.060645         0.183351
FIRE:   24 00:30:29    -7733.061992         0.229668
FIRE:   25 00:30:39    -7733.063452         0.273135
FIRE:   26 00:30:49    -7733.065174         0.301101
FIRE:   27 00:30:59    -7733.067323         0.306529
FIRE:   28 00:31:09    -7733.069992         0.283386
FIRE:   29 00:31:19    -7733.073093         0.228044
FIRE:   30 00:31:29    -7733.076302         0.142840
FIRE:   31 00:31:39    -7733.079232         0.139673
FIRE:   32 00:31:49    -7733.081888         0.168811
FIRE:   33 00:31:59    -7733.084641         0.148814
FIRE:   34 00:32:09    -7733.087335         0.098277
FIRE:   35 00:32:19    -7733.088984         0.092447
FIRE:   36 00:32:29    -7733.089281         0.112570
FIRE:   37 00:32:39    -7733.089371         0.100564
FIRE:   38 00:32:49    -7733.089513         0.077837
FIRE:   39 00:32:59    -7733.089649         0.046935
FIRE:   40 00:33:09    -7733.089724         0.019262
